epoch,step,test_acc,test_loss,train_acc,train_loss,training_total_time,val_acc,val_loss
0,3,,,,,,0.19701087474822998,1.6851305961608887
0,3,,,0.1795646846294403,1.7947865724563599,,,
1,7,,,,,,0.46059781312942505,1.556220293045044
1,7,,,0.2543833255767822,1.7221204042434692,,,
2,11,,,,,,0.4945652186870575,1.4577809572219849
2,11,,,0.3718258738517761,1.6500518321990967,,,
3,15,,,,,,0.520380437374115,1.3759576082229614
3,15,,,0.4477025270462036,1.5689586400985718,,,
4,19,,,,,,0.551630437374115,1.3032053709030151
4,19,,,0.48851269483566284,1.4854191541671753,,,
5,23,,,,,,0.57201087474823,1.2343833446502686
5,23,,,0.4998488426208496,1.4018727540969849,,,
6,27,,,,,,0.5692934989929199,1.170415997505188
6,27,,,0.5273579359054565,1.3183220624923706,,,
7,31,,,,,,0.563858687877655,1.105711579322815
7,31,,,0.5501813888549805,1.2416050434112549,,,
8,35,,,,,,0.5692934989929199,1.0379796028137207
8,35,,,0.5606106519699097,1.1648035049438477,,,
9,39,,,,,,0.595108687877655,0.9693883061408997
9,39,,,0.6101874113082886,1.0888350009918213,,,
10,43,,,,,,0.679347813129425,0.9022746086120605
10,43,,,0.6526601910591125,1.01345956325531,,,
11,47,,,,,,0.6929348111152649,0.8294230699539185
11,47,,,0.6779020428657532,0.936532735824585,,,
12,51,,,,,,0.7024456262588501,0.7638734579086304
12,51,,,0.7046554088592529,0.8588513731956482,,,
13,55,,,,,,0.7771739363670349,0.689654529094696
13,55,,,0.7409310936927795,0.7788152098655701,,,
14,59,,,,,,0.8505434989929199,0.6177225112915039
14,59,,,0.7983676195144653,0.7008292078971863,,,
15,63,,,,,,0.8817934989929199,0.53515625
15,63,,,0.8538391590118408,0.6158366203308105,,,
16,67,,,,,,0.8926630616188049,0.4576781392097473
16,67,,,0.8804413676261902,0.5270407795906067,,,
17,71,,,,,,0.8885869383811951,0.38639014959335327
17,71,,,0.9032648205757141,0.44443759322166443,,,
18,75,,,,,,0.9021739363670349,0.3291308283805847
18,75,,,0.9152055382728577,0.3697527348995209,,,
19,79,,,,,,0.9103260636329651,0.2878758907318115
19,79,,,0.9356106519699097,0.30510208010673523,,,
20,83,,,,,,0.9103260636329651,0.2590760886669159
20,83,,,0.9481559991836548,0.24591542780399323,,,
21,87,,,,,,0.9225543737411499,0.22732622921466827
21,87,,,0.9576783776283264,0.20189492404460907,,,
22,91,,,,,,0.92798912525177,0.2019868791103363
22,91,,,0.9628174304962158,0.16499295830726624,,,
23,95,,,,,,0.9320651888847351,0.1902981996536255
23,95,,,0.9693167805671692,0.1377285122871399,,,
24,99,,,,,,0.938858687877655,0.16697970032691956
24,99,,,0.9723398089408875,0.11902911961078644,,,
25,103,,,,,,0.92527174949646,0.19631259143352509
25,103,,,0.9750604629516602,0.10256482660770416,,,
26,107,,,,,,0.94701087474823,0.15035738050937653
26,107,,,0.9747581481933594,0.09535998851060867,,,
27,111,,,,,,0.9538043737411499,0.13955162465572357
27,111,,,0.9795949459075928,0.08245960623025894,,,
28,115,,,,,,0.9415760636329651,0.1601186841726303
28,115,,,0.9809552431106567,0.07461204379796982,,,
29,119,,,,,,0.95652174949646,0.12595050036907196
29,119,,,0.9817110300064087,0.06909604370594025,,,
30,123,,,,,,0.945652186870575,0.1532740592956543
30,123,,,0.9845828413963318,0.06261803954839706,,,
31,127,,,,,,0.9510869383811951,0.14360910654067993
31,127,,,0.9854897260665894,0.057279590517282486,,,
32,131,,,,,,0.95652174949646,0.11838351935148239
32,131,,,0.985338568687439,0.054233700037002563,,,
33,135,,,,,,0.9524456262588501,0.12436005473136902
33,135,,,0.9862454533576965,0.05068833753466606,,,
34,139,,,,,,0.9524456262588501,0.1243719533085823
34,139,,,0.9883615374565125,0.04640767723321915,,,
35,143,,,,,,0.9551630616188049,0.11039084941148758
35,143,,,0.98926842212677,0.04169340431690216,,,
36,147,,,,,,0.9538043737411499,0.11419729888439178
36,147,,,0.9909310936927795,0.04099957272410393,,,
37,151,,,,,,0.9551630616188049,0.12623897194862366
37,151,,,0.9915356636047363,0.03723755106329918,,,
38,155,,,,,,0.960597813129425,0.09875662624835968
38,155,,,0.9907799363136292,0.0352848619222641,,,
39,159,,,,,,0.95652174949646,0.1192697212100029
39,159,,,0.9910822510719299,0.03471885994076729,,,
40,163,,,,,,0.95652174949646,0.12084335088729858
40,163,,,0.9930471777915955,0.0316881500184536,,,
41,167,,,,,,0.957880437374115,0.10642038285732269
41,167,,,0.993954062461853,0.02870354801416397,,,
42,171,,,,,,0.9538043737411499,0.1299528330564499
42,171,,,0.993954062461853,0.02671871706843376,,,
43,175,,,,,,0.970108687877655,0.09561053663492203
43,175,,,0.9947097897529602,0.025066617876291275,,,
44,179,,,,,,0.9524456262588501,0.14792108535766602
44,179,,,0.9942563772201538,0.02492772974073887,,,
45,183,,,,,,0.9728260636329651,0.09243131428956985
45,183,,,0.9942563772201538,0.024278340861201286,,,
46,187,,,,,,0.9524456262588501,0.13848833739757538
46,187,,,0.9942563772201538,0.022565385326743126,,,
47,191,,,,,,0.9714673757553101,0.08784610033035278
47,191,,,0.9956166744232178,0.020963545888662338,,,
48,195,,,,,,0.9551630616188049,0.13607756793498993
48,195,,,0.9954655170440674,0.01975015550851822,,,
49,199,,,,,,0.9633151888847351,0.10998522490262985
49,199,,,0.9962213039398193,0.018917633220553398,,,
,0,,,,,4233.125941514969,,
50,200,0.9392602443695068,0.18973110616207123,,,,,
