epoch,step,test_loss,train_loss,training_total_time,val_loss
0,12,,,,0.11387715488672256
0,12,,0.14327800273895264,,
1,25,,,,0.10011064261198044
1,25,,0.11920733004808426,,
2,38,,,,0.08514893054962158
2,38,,0.10122492164373398,,
3,51,,,,0.06799882650375366
3,51,,0.08193614333868027,,
4,64,,,,0.05259724706411362
4,64,,0.0643148124217987,,
5,77,,,,0.03829307109117508
5,77,,0.04519861191511154,,
6,90,,,,0.027262967079877853
6,90,,0.029027480632066727,,
7,103,,,,0.025117995217442513
7,103,,0.019314449280500412,,
8,116,,,,0.020735133439302444
8,116,,0.014728231355547905,,
9,129,,,,0.018805962055921555
9,129,,0.012206130661070347,,
10,142,,,,0.016522016376256943
10,142,,0.010516486130654812,,
11,155,,,,0.016832007095217705
11,155,,0.009399808011949062,,
12,168,,,,0.01464191172271967
12,168,,0.008420589379966259,,
13,181,,,,0.016643401235342026
13,181,,0.007643869146704674,,
14,194,,,,0.0157157052308321
14,194,,0.007088581100106239,,
15,207,,,,0.013966543599963188
15,207,,0.006480506621301174,,
16,220,,,,0.014866253361105919
16,220,,0.0059103392995893955,,
17,233,,,,0.013295290060341358
17,233,,0.005591591354459524,,
18,246,,,,0.014265227131545544
18,246,,0.00517028896138072,,
19,259,,,,0.01406702771782875
19,259,,0.004947856068611145,,
20,272,,,,0.015247958712279797
20,272,,0.004538828507065773,,
21,285,,,,0.014713415876030922
21,285,,0.004289127886295319,,
22,298,,,,0.013927839696407318
22,298,,0.0038649842608720064,,
23,311,,,,0.013270975090563297
23,311,,0.003657352877780795,,
24,324,,,,0.01220655720680952
24,324,,0.0032815432641655207,,
25,337,,,,0.014232402667403221
25,337,,0.0030501727014780045,,
26,350,,,,0.014560447074472904
26,350,,0.0029018446803092957,,
27,363,,,,0.012591970153152943
27,363,,0.0030284856911748648,,
28,376,,,,0.010806799866259098
28,376,,0.0024942406453192234,,
29,389,,,,0.013077821582555771
29,389,,0.0022471987176686525,,
30,402,,,,0.012075411155819893
30,402,,0.002103448612615466,,
31,415,,,,0.00941692478954792
31,415,,0.0019781163427978754,,
32,428,,,,0.012756365351378918
32,428,,0.001857719849795103,,
33,441,,,,0.010626877658069134
33,441,,0.001993313431739807,,
34,454,,,,0.009878245182335377
34,454,,0.0016389472875744104,,
35,467,,,,0.009983651340007782
35,467,,0.001464541652239859,,
36,480,,,,0.011126396246254444
36,480,,0.001265207421965897,,
37,493,,,,0.010954749770462513
37,493,,0.0013327011838555336,,
38,506,,,,0.00936937052756548
38,506,,0.0014048046432435513,,
39,519,,,,0.009812157601118088
39,519,,0.0012541016330942512,,
40,532,,,,0.008956448175013065
40,532,,0.001075184321962297,,
41,545,,,,0.010551856830716133
41,545,,0.000984049285762012,,
42,558,,,,0.009667236357927322
42,558,,0.0008549502235837281,,
43,571,,,,0.010115412063896656
43,571,,0.0007636526133865118,,
44,584,,,,0.009501945227384567
44,584,,0.000724314188119024,,
45,597,,,,0.009922654367983341
45,597,,0.0007573208422400057,,
46,610,,,,0.009153416380286217
46,610,,0.0007466168608516455,,
47,623,,,,0.010162370279431343
47,623,,0.000712184642907232,,
48,636,,,,0.0100362254306674
48,636,,0.000583502056542784,,
49,649,,,,0.009426286444067955
49,649,,0.0005118288681842387,,
,0,,,2460.7974548339844,
50,650,0.014593638479709625,,,
