epoch,step,test_acc,test_loss,train_acc,train_loss,training_total_time
0,0,,,0.17491838335990906,1.8225173950195312,
1,1,,,0.17519041895866394,1.7935905456542969,
2,2,,,0.20511426031589508,1.771929144859314,
3,3,,,0.19124047458171844,1.754893183708191,
4,4,,,0.19287268817424774,1.739455223083496,
5,5,,,0.2536724805831909,1.7243348360061646,
6,6,,,0.31692057847976685,1.706537127494812,
7,7,,,0.3471164405345917,1.689733624458313,
8,8,,,0.3563656210899353,1.6695886850357056,
9,9,,,0.36697497963905334,1.6474056243896484,
10,10,,,0.3789445161819458,1.6282826662063599,
11,11,,,0.4103645384311676,1.6053491830825806,
12,12,,,0.4367519021034241,1.5839753150939941,
13,13,,,0.45865070819854736,1.5605717897415161,
14,14,,,0.46912404894828796,1.5391087532043457,
15,15,,,0.48612621426582336,1.5175793170928955,
16,16,,,0.49197497963905334,1.4962183237075806,
17,17,,,0.49918389320373535,1.4760500192642212,
18,18,,,0.5016322135925293,1.4517192840576172,
19,19,,,0.509249210357666,1.4309678077697754,
20,20,,,0.5155059695243835,1.4092172384262085,
21,21,,,0.5199945569038391,1.3876529932022095,
22,22,,,0.5194504857063293,1.364270567893982,
23,23,,,0.5233950018882751,1.3452686071395874,
24,24,,,0.5378128290176392,1.325718879699707,
25,25,,,0.5511425733566284,1.3038873672485352,
26,26,,,0.5587595105171204,1.2843067646026611,
27,27,,,0.5612078309059143,1.261805534362793,
28,28,,,0.5787540674209595,1.2408677339553833,
29,29,,,0.5871871709823608,1.2203450202941895,
30,30,,,0.5916757583618164,1.2025645971298218,
31,31,,,0.5953481793403625,1.1828533411026,
32,32,,,0.6006528735160828,1.1611791849136353,
33,33,,,0.6124864220619202,1.1423758268356323,
34,34,,,0.6085419058799744,1.1217620372772217,
35,35,,,0.6145266890525818,1.1021568775177002,
36,36,,,0.6211915016174316,1.084374189376831,
37,37,,,0.6303046941757202,1.0650851726531982,
38,38,,,0.644042432308197,1.045661211013794,
39,39,,,0.6513873934745789,1.02560293674469,
40,40,,,0.6670293807983398,1.005881428718567,
41,41,,,0.6743743419647217,0.9874196648597717,
42,42,,,0.6849836707115173,0.9656578898429871,
43,43,,,0.6943688988685608,0.9467854499816895,
44,44,,,0.7057943344116211,0.926502525806427,
45,45,,,0.7116430997848511,0.9076248407363892,
46,46,,,0.7202121615409851,0.8882097005844116,
47,47,,,0.7305495142936707,0.8682628273963928,
48,48,,,0.7431991100311279,0.8478424549102783,
49,49,,,0.7544885873794556,0.827275812625885,
50,50,,,0.7667301297187805,0.8054971098899841,
51,51,,,0.7757073044776917,0.7853446006774902,
52,52,,,0.787132740020752,0.7645317316055298,
53,53,,,0.7995103597640991,0.7412475347518921,
54,54,,,0.8139281868934631,0.7201722264289856,
55,55,,,0.8197769522666931,0.6990881562232971,
56,56,,,0.8275299072265625,0.6775974035263062,
57,57,,,0.8365070819854736,0.6557865142822266,
58,58,,,0.8443960547447205,0.6306686997413635,
59,59,,,0.8522850871086121,0.6100510954856873,
60,60,,,0.8603101372718811,0.5869054794311523,
61,61,,,0.8690152168273926,0.5643211603164673,
62,62,,,0.8748639822006226,0.5405353307723999,
63,63,,,0.8822089433670044,0.5182482004165649,
64,64,,,0.8910500407218933,0.4927755892276764,
65,65,,,0.8985310196876526,0.4713144600391388,
66,66,,,0.9060119986534119,0.447565495967865,
67,67,,,0.9114526510238647,0.4251626431941986,
68,68,,,0.9174374341964722,0.4040031433105469,
69,69,,,0.9273666739463806,0.3799377977848053,
70,70,,,0.9292709231376648,0.360050767660141,
71,71,,,0.9336234927177429,0.3408801853656769,
72,72,,,0.939200222492218,0.32248222827911377,
73,73,,,0.9401523470878601,0.30575087666511536,
74,74,,,0.942600667476654,0.2888434827327728,
75,75,,,0.9499455690383911,0.2688688337802887,
76,76,,,0.9519858360290527,0.25370413064956665,
77,77,,,0.9545701742172241,0.24073073267936707,
78,78,,,0.9559303522109985,0.2273072898387909,
79,79,,,0.9564744234085083,0.21603557467460632,
80,80,,,0.9612350463867188,0.20183753967285156,
81,81,,,0.964091420173645,0.19121181964874268,
82,82,,,0.9631392955780029,0.17969581484794617,
83,83,,,0.9655876159667969,0.16971315443515778,
84,84,,,0.9669477939605713,0.16119694709777832,
85,85,,,0.9695320725440979,0.15182697772979736,
86,86,,,0.9723884463310242,0.1445855051279068,
87,87,,,0.9740206599235535,0.13687150180339813,
88,88,,,0.9737486243247986,0.12887589633464813,
89,89,,,0.9757888913154602,0.12350033968687057,
90,90,,,0.9755168557167053,0.1183130145072937,
91,91,,,0.9759249091148376,0.11215458810329437,
92,92,,,0.9766049981117249,0.10850036889314651,
93,93,,,0.9783732295036316,0.10257640480995178,
94,94,,,0.9781011939048767,0.09933112561702728,
95,95,,,0.9812296032905579,0.09347143024206161,
96,96,,,0.9795973896980286,0.08993931859731674,
97,97,,,0.9806855320930481,0.08732078969478607,
98,98,,,0.9810935854911804,0.08326409757137299,
99,99,,,0.9819096922874451,0.08063570410013199,
100,100,,,0.9835419058799744,0.07702340930700302,
101,101,,,0.9835419058799744,0.07487516850233078,
102,102,,,0.9849020838737488,0.07156279683113098,
103,103,,,0.9846300482749939,0.0696246400475502,
104,104,,,0.9849020838737488,0.06777668744325638,
105,105,,,0.9857181906700134,0.06534314155578613,
106,106,,,0.9862622618675232,0.06411407142877579,
107,107,,,0.9863982796669006,0.061554864048957825,
108,108,,,0.9859902262687683,0.0594618059694767,
109,109,,,0.9880304932594299,0.05693104490637779,
110,110,,,0.9885745644569397,0.055592846125364304,
111,111,,,0.987758457660675,0.053857363760471344,
112,112,,,0.9874864220619202,0.05291983112692833,
113,113,,,0.9888466000556946,0.05144405737519264,
114,114,,,0.9893906712532043,0.05012918636202812,
115,115,,,0.9888466000556946,0.04844518005847931,
116,116,,,0.9897986650466919,0.04653138667345047,
117,117,,,0.9910228252410889,0.04493405297398567,
118,118,,,0.9903427362442017,0.044525839388370514,
119,119,,,0.990750789642334,0.04348874092102051,
120,120,,,0.9908868074417114,0.041804440319538116,
121,121,,,0.9908868074417114,0.041817959398031235,
122,122,,,0.9915668964385986,0.039854295551776886,
123,123,,,0.9922469854354858,0.03835582360625267,
124,124,,,0.9922469854354858,0.03830347955226898,
125,125,,,0.9926550388336182,0.036538638174533844,
126,126,,,0.9921109676361084,0.03557979688048363,
127,127,,,0.9936071634292603,0.034817617386579514,
128,128,,,0.9925190210342407,0.03422258421778679,
129,129,,,0.9934711456298828,0.03269176185131073,
130,130,,,0.9938791990280151,0.03246702998876572,
131,131,,,0.9936071634292603,0.0316317155957222,
132,132,,,0.9944232702255249,0.02988078072667122,
133,133,,,0.9938791990280151,0.02991870604455471,
134,134,,,0.9946953058242798,0.029144566506147385,
135,135,,,0.9951033592224121,0.028245417401194572,
136,136,,,0.9946953058242798,0.028019344434142113,
137,137,,,0.9951033592224121,0.026771988719701767,
138,138,,,0.9946953058242798,0.026968400925397873,
139,139,,,0.9960554838180542,0.025819890201091766,
140,140,,,0.9951033592224121,0.025789765641093254,
141,141,,,0.9967355728149414,0.02337261475622654,
142,142,,,0.9961915016174316,0.024586401879787445,
143,143,,,0.9972796440124512,0.022922515869140625,
144,144,,,0.9960554838180542,0.02292190119624138,
145,145,,,0.9963275194168091,0.022406592965126038,
146,146,,,0.9964635372161865,0.021158752962946892,
147,147,,,0.9967355728149414,0.020989464595913887,
148,148,,,0.996599555015564,0.021186593919992447,
149,149,,,0.9972796440124512,0.02004394307732582,
150,150,,,0.9971436262130737,0.019251318648457527,
151,151,,,0.9971436262130737,0.019215742126107216,
152,152,,,0.9974156618118286,0.018714087083935738,
153,153,,,0.9976876974105835,0.018364787101745605,
154,154,,,0.997551679611206,0.01765909232199192,
155,155,,,0.9978237152099609,0.016975844278931618,
156,156,,,0.9980957508087158,0.01698005199432373,
157,157,,,0.9980957508087158,0.016448834910988808,
158,158,,,0.9986398220062256,0.01589513011276722,
159,159,,,0.9980957508087158,0.015366515144705772,
160,160,,,0.9979597330093384,0.015447074547410011,
161,161,,,0.9979597330093384,0.014494074508547783,
162,162,,,0.9986398220062256,0.014213227666914463,
163,163,,,0.9982317686080933,0.014602065086364746,
164,164,,,0.9980957508087158,0.014387744478881359,
165,165,,,0.9982317686080933,0.014100266620516777,
166,166,,,0.9979597330093384,0.013891017995774746,
167,167,,,0.9985038042068481,0.013071821071207523,
168,168,,,0.9982317686080933,0.013469928875565529,
169,169,,,0.9985038042068481,0.012467402033507824,
170,170,,,0.9986398220062256,0.012679608538746834,
171,171,,,0.9990478754043579,0.011703405529260635,
172,172,,,0.9990478754043579,0.01202908530831337,
173,173,,,0.9983677864074707,0.012372251600027084,
174,174,,,0.9990478754043579,0.010829664766788483,
175,175,,,0.9983677864074707,0.012196178548038006,
176,176,,,0.9989118576049805,0.010862575843930244,
177,177,,,0.9989118576049805,0.011096861213445663,
178,178,,,0.9990478754043579,0.010619261302053928,
179,179,,,0.9986398220062256,0.011059480719268322,
180,180,,,0.9991838932037354,0.010295065119862556,
181,181,,,0.9993199110031128,0.00965107511729002,
182,182,,,0.9993199110031128,0.009609678760170937,
183,183,,,0.9990478754043579,0.009868845343589783,
184,184,,,0.9993199110031128,0.009493698365986347,
185,185,,,0.9993199110031128,0.008969336748123169,
186,186,,,0.9993199110031128,0.008956443518400192,
187,187,,,0.9993199110031128,0.008528831414878368,
188,188,,,0.9994559288024902,0.008433143608272076,
189,189,,,0.9993199110031128,0.00834755040705204,
190,190,,,0.9994559288024902,0.008256268687546253,
191,191,,,0.9993199110031128,0.008177826181054115,
192,192,,,0.9991838932037354,0.007693815976381302,
193,193,,,0.9990478754043579,0.007926023565232754,
194,194,,,0.9991838932037354,0.007899793796241283,
195,195,,,0.9994559288024902,0.007376961410045624,
196,196,,,0.9993199110031128,0.00723655940964818,
197,197,,,0.9995919466018677,0.00690428027883172,
198,198,,,0.9993199110031128,0.006910713855177164,
199,199,,,0.9995919466018677,0.006578343920409679,
,0,,,,,10076.300112962723
200,200,0.9504581093788147,0.17411057651042938,,,
