epoch,step,test_loss,train_loss,training_total_time,val_loss
0,12,,,,0.1171671599149704
0,12,,0.15493327379226685,,
1,25,,,,0.1016991063952446
1,25,,0.12200775742530823,,
2,38,,,,0.08831489831209183
2,38,,0.10591547936201096,,
3,51,,,,0.08061324805021286
3,51,,0.09008850157260895,,
4,64,,,,0.06812944263219833
4,64,,0.0777420625090599,,
5,77,,,,0.05446430295705795
5,77,,0.06467334181070328,,
6,90,,,,0.04500644654035568
6,90,,0.050411973148584366,,
7,103,,,,0.03611483797430992
7,103,,0.038501519709825516,,
8,116,,,,0.027960417792201042
8,116,,0.028147799894213676,,
9,129,,,,0.02218618430197239
9,129,,0.020030571147799492,,
10,142,,,,0.02346569485962391
10,142,,0.014845316298305988,,
11,155,,,,0.018460659310221672
11,155,,0.011968569830060005,,
12,168,,,,0.01847735047340393
12,168,,0.010088852606713772,,
13,181,,,,0.01647275872528553
13,181,,0.008807933889329433,,
14,194,,,,0.018899407237768173
14,194,,0.008123105391860008,,
15,207,,,,0.016981421038508415
15,207,,0.0072974455542862415,,
16,220,,,,0.016653597354888916
16,220,,0.006580482702702284,,
17,233,,,,0.015204726718366146
17,233,,0.006137806456536055,,
18,246,,,,0.012834170833230019
18,246,,0.005695200525224209,,
19,259,,,,0.01240585558116436
19,259,,0.005239387974143028,,
20,272,,,,0.012926866300404072
20,272,,0.005246920045465231,,
21,285,,,,0.012162803672254086
21,285,,0.004553185775876045,,
22,298,,,,0.012732300907373428
22,298,,0.00442509213462472,,
23,311,,,,0.01469649188220501
23,311,,0.00398653419688344,,
24,324,,,,0.011534521356225014
24,324,,0.0038390730042010546,,
25,337,,,,0.011370819993317127
25,337,,0.003581323893740773,,
26,350,,,,0.011108052916824818
26,350,,0.0033866078592836857,,
27,363,,,,0.01410041842609644
27,363,,0.0030455428641289473,,
28,376,,,,0.014856544323265553
28,376,,0.0029121723491698503,,
29,389,,,,0.01274080015718937
29,389,,0.0027539879083633423,,
30,402,,,,0.0120619498193264
30,402,,0.002469521714374423,,
31,415,,,,0.01015098113566637
31,415,,0.002420509932562709,,
32,428,,,,0.01040941197425127
32,428,,0.00233274232596159,,
33,441,,,,0.015353945083916187
33,441,,0.0023246766068041325,,
34,454,,,,0.016475265845656395
34,454,,0.002862530993297696,,
35,467,,,,0.01123578567057848
35,467,,0.002148259896785021,,
36,480,,,,0.011210852302610874
36,480,,0.0019131791777908802,,
37,493,,,,0.010987397283315659
37,493,,0.0017255282728001475,,
38,506,,,,0.011901693418622017
38,506,,0.001592156128026545,,
39,519,,,,0.010607952252030373
39,519,,0.0016050280537456274,,
40,532,,,,0.009901933372020721
40,532,,0.0015303249238058925,,
41,545,,,,0.01185874454677105
41,545,,0.001461209380067885,,
42,558,,,,0.011016067117452621
42,558,,0.001367072225548327,,
43,571,,,,0.011273924261331558
43,571,,0.0011816475307568908,,
44,584,,,,0.011530538089573383
44,584,,0.001079075736925006,,
45,597,,,,0.010776189155876637
45,597,,0.0010716357501223683,,
46,610,,,,0.009884090162813663
46,610,,0.0009967192308977246,,
47,623,,,,0.012526906095445156
47,623,,0.0009557235171087086,,
48,636,,,,0.009957321919500828
48,636,,0.0009070255910046399,,
49,649,,,,0.01056313794106245
49,649,,0.00087886827532202,,
,0,,,1936.1642796993256,
50,650,0.0188902597874403,,,
