epoch,step,test_loss,train_loss,training_total_time,val_loss
0,0,,,,0.16496771574020386
0,0,,0.19193805754184723,,
1,1,,,,0.14980413019657135
1,1,,0.16211335361003876,,
2,2,,,,0.14386063814163208
2,2,,0.1483982801437378,,
3,3,,,,0.1418452113866806
3,3,,0.14347966015338898,,
4,4,,,,0.14067453145980835
4,4,,0.14230728149414062,,
5,5,,,,0.13971875607967377
5,5,,0.14193087816238403,,
6,6,,,,0.13871733844280243
6,6,,0.14215709269046783,,
7,7,,,,0.1372162401676178
7,7,,0.14233677089214325,,
8,8,,,,0.13507826626300812
8,8,,0.14218606054782867,,
9,9,,,,0.1326206475496292
9,9,,0.1412634700536728,,
10,10,,,,0.13026583194732666
10,10,,0.13960836827754974,,
11,11,,,,0.12826606631278992
11,11,,0.13828395307064056,,
12,12,,,,0.126639261841774
12,12,,0.13708467781543732,,
13,13,,,,0.12529076635837555
13,13,,0.13603812456130981,,
14,14,,,,0.12415186315774918
14,14,,0.13550697267055511,,
15,15,,,,0.12318722903728485
15,15,,0.13460810482501984,,
16,16,,,,0.12239952385425568
16,16,,0.13447707891464233,,
17,17,,,,0.12175756692886353
17,17,,0.1340179145336151,,
18,18,,,,0.12118124216794968
18,18,,0.13390108942985535,,
19,19,,,,0.12054548412561417
19,19,,0.1337692141532898,,
20,20,,,,0.11973928660154343
20,20,,0.13370613753795624,,
21,21,,,,0.11873915791511536
21,21,,0.133299320936203,,
22,22,,,,0.11761240661144257
22,22,,0.13271395862102509,,
23,23,,,,0.11647374927997589
23,23,,0.13191603124141693,,
24,24,,,,0.11542442440986633
24,24,,0.13108085095882416,,
25,25,,,,0.11449822038412094
25,25,,0.13061875104904175,,
26,26,,,,0.11366896331310272
26,26,,0.12974566221237183,,
27,27,,,,0.11288728564977646
27,27,,0.12930911779403687,,
28,28,,,,0.11210928112268448
28,28,,0.12871000170707703,,
29,29,,,,0.11132235080003738
29,29,,0.12862461805343628,,
30,30,,,,0.11054092645645142
30,30,,0.12759901583194733,,
31,31,,,,0.10979469865560532
31,31,,0.1270398050546646,,
32,32,,,,0.10909951478242874
32,32,,0.12640345096588135,,
33,33,,,,0.1084810271859169
33,33,,0.1256151795387268,,
34,34,,,,0.10796984285116196
34,34,,0.12510406970977783,,
35,35,,,,0.1075868010520935
35,35,,0.12455683946609497,,
36,36,,,,0.10731847584247589
36,36,,0.12372612208127975,,
37,37,,,,0.10715670138597488
37,37,,0.12300511449575424,,
38,38,,,,0.10702414810657501
38,38,,0.12220438569784164,,
39,39,,,,0.10688129812479019
39,39,,0.12149839103221893,,
40,40,,,,0.10659279674291611
40,40,,0.12083591520786285,,
41,41,,,,0.10608578473329544
41,41,,0.11995526403188705,,
42,42,,,,0.10542833060026169
42,42,,0.1194530725479126,,
43,43,,,,0.10465870052576065
43,43,,0.11860156804323196,,
44,44,,,,0.10384369641542435
44,44,,0.11758621037006378,,
45,45,,,,0.103011853992939
45,45,,0.11678774654865265,,
46,46,,,,0.10220284759998322
46,46,,0.11573215574026108,,
47,47,,,,0.10136785358190536
47,47,,0.11511235684156418,,
48,48,,,,0.10050521045923233
48,48,,0.11450556665658951,,
49,49,,,,0.09959486126899719
49,49,,0.11310595273971558,,
50,50,,,,0.09869453310966492
50,50,,0.1123107522726059,,
51,51,,,,0.09780392795801163
51,51,,0.11131063103675842,,
52,52,,,,0.09688875079154968
52,52,,0.11028607189655304,,
53,53,,,,0.09594378620386124
53,53,,0.10938028246164322,,
54,54,,,,0.09494616836309433
54,54,,0.10815981030464172,,
55,55,,,,0.09391143172979355
55,55,,0.10736361891031265,,
56,56,,,,0.09285585582256317
56,56,,0.10598641633987427,,
57,57,,,,0.09179481118917465
57,57,,0.10516940802335739,,
58,58,,,,0.09075289219617844
58,58,,0.10355033725500107,,
59,59,,,,0.08974589407444
59,59,,0.10262466222047806,,
60,60,,,,0.08878598362207413
60,60,,0.10125336050987244,,
61,61,,,,0.08784986287355423
61,61,,0.09970982372760773,,
62,62,,,,0.08694329857826233
62,62,,0.098448745906353,,
63,63,,,,0.08607140928506851
63,63,,0.09730672836303711,,
64,64,,,,0.0852750837802887
64,64,,0.09622261673212051,,
65,65,,,,0.08453106880187988
65,65,,0.09489943832159042,,
66,66,,,,0.08381429314613342
66,66,,0.09354560077190399,,
67,67,,,,0.08306726068258286
67,67,,0.09263131022453308,,
68,68,,,,0.08223826438188553
68,68,,0.09127338975667953,,
69,69,,,,0.08131000399589539
69,69,,0.09001979231834412,,
70,70,,,,0.0803392082452774
70,70,,0.08853070437908173,,
71,71,,,,0.07937948405742645
71,71,,0.08721579611301422,,
72,72,,,,0.07842826098203659
72,72,,0.08623490482568741,,
73,73,,,,0.07743426412343979
73,73,,0.08476445823907852,,
74,74,,,,0.07636531442403793
74,74,,0.08353820443153381,,
75,75,,,,0.07527218014001846
75,75,,0.0821693167090416,,
76,76,,,,0.07427351921796799
76,76,,0.08085087686777115,,
77,77,,,,0.0733656957745552
77,77,,0.07966353744268417,,
78,78,,,,0.07255154848098755
78,78,,0.07838524132966995,,
79,79,,,,0.07170413434505463
79,79,,0.07704900950193405,,
80,80,,,,0.07075229287147522
80,80,,0.07602548599243164,,
81,81,,,,0.06978573650121689
81,81,,0.07481338083744049,,
82,82,,,,0.06896480917930603
82,82,,0.07361508160829544,,
83,83,,,,0.06832368671894073
83,83,,0.07251576334238052,,
84,84,,,,0.0677555501461029
84,84,,0.07129202783107758,,
85,85,,,,0.06703628599643707
85,85,,0.07033508270978928,,
86,86,,,,0.06610449403524399
86,86,,0.06951852887868881,,
87,87,,,,0.06529907882213593
87,87,,0.06839287281036377,,
88,88,,,,0.06460972875356674
88,88,,0.06748001277446747,,
89,89,,,,0.06381788104772568
89,89,,0.06632326543331146,,
90,90,,,,0.06288763135671616
90,90,,0.06538935005664825,,
91,91,,,,0.06211492419242859
91,91,,0.06454864144325256,,
92,92,,,,0.06152591109275818
92,92,,0.06369081884622574,,
93,93,,,,0.06087914854288101
93,93,,0.06271935254335403,,
94,94,,,,0.06008477881550789
94,94,,0.06202145293354988,,
95,95,,,,0.05933248624205589
95,95,,0.061230532824993134,,
96,96,,,,0.058659814298152924
96,96,,0.060111671686172485,,
97,97,,,,0.058033913373947144
97,97,,0.059438519179821014,,
98,98,,,,0.057308901101350784
98,98,,0.058602746576070786,,
99,99,,,,0.05663958191871643
99,99,,0.05802661553025246,,
100,100,,,,0.05601764842867851
100,100,,0.057250089943408966,,
101,101,,,,0.05537259206175804
101,101,,0.05632013455033302,,
102,102,,,,0.054642826318740845
102,102,,0.05580515041947365,,
103,103,,,,0.05396261811256409
103,103,,0.05489051342010498,,
104,104,,,,0.05330789461731911
104,104,,0.054223302751779556,,
105,105,,,,0.05261215567588806
105,105,,0.05337834358215332,,
106,106,,,,0.05181210860610008
106,106,,0.052744388580322266,,
107,107,,,,0.05108923092484474
107,107,,0.051964838057756424,,
108,108,,,,0.05045151337981224
