epoch,step,test_loss,train_loss,training_total_time,val_loss
0,0,,,,0.2405005395412445
0,0,,0.26855704188346863,,
1,1,,,,0.21536555886268616
1,1,,0.2387525588274002,,
2,2,,,,0.19575558602809906
2,2,,0.214881032705307,,
3,3,,,,0.18071036040782928
3,3,,0.1962888538837433,,
4,4,,,,0.16914208233356476
4,4,,0.18254227936267853,,
5,5,,,,0.16007253527641296
5,5,,0.1723683774471283,,
6,6,,,,0.1526985764503479
6,6,,0.1642708033323288,,
7,7,,,,0.14651472866535187
7,7,,0.15816524624824524,,
8,8,,,,0.1412580907344818
8,8,,0.1528535783290863,,
9,9,,,,0.1367870569229126
9,9,,0.14841294288635254,,
10,10,,,,0.13296754658222198
10,10,,0.14473314583301544,,
11,11,,,,0.12970247864723206
11,11,,0.14157764613628387,,
12,12,,,,0.12689977884292603
12,12,,0.13902190327644348,,
13,13,,,,0.12449280172586441
13,13,,0.13698941469192505,,
14,14,,,,0.12241782248020172
14,14,,0.13521768152713776,,
15,15,,,,0.12063087522983551
15,15,,0.13370686769485474,,
16,16,,,,0.11911580711603165
16,16,,0.13273684680461884,,
17,17,,,,0.11786426603794098
17,17,,0.1316288262605667,,
18,18,,,,0.116857148706913
18,18,,0.13069216907024384,,
19,19,,,,0.11606384068727493
19,19,,0.13039790093898773,,
20,20,,,,0.11542950570583344
20,20,,0.1300969123840332,,
21,21,,,,0.1148848608136177
21,21,,0.12989971041679382,,
22,22,,,,0.11436314135789871
22,22,,0.12940435111522675,,
23,23,,,,0.11381163448095322
23,23,,0.12886352837085724,,
24,24,,,,0.113204725086689
24,24,,0.12860801815986633,,
25,25,,,,0.11254392564296722
25,25,,0.1283576786518097,,
26,26,,,,0.11184986680746078
26,26,,0.1277313530445099,,
27,27,,,,0.11115162074565887
27,27,,0.1268463134765625,,
28,28,,,,0.11047684401273727
28,28,,0.12617675960063934,,
29,29,,,,0.10984370857477188
29,29,,0.1252317726612091,,
30,30,,,,0.10925992578268051
30,30,,0.12432292848825455,,
31,31,,,,0.10872062295675278
31,31,,0.12364248186349869,,
32,32,,,,0.1082080826163292
32,32,,0.12316614389419556,,
33,33,,,,0.10769681632518768
33,33,,0.12243705242872238,,
34,34,,,,0.10716886073350906
34,34,,0.12143869698047638,,
35,35,,,,0.10661333799362183
35,35,,0.12077782303094864,,
36,36,,,,0.10602594166994095
36,36,,0.12017929553985596,,
37,37,,,,0.10541429370641708
37,37,,0.11913952976465225,,
38,38,,,,0.10480141639709473
38,38,,0.11875496059656143,,
39,39,,,,0.10419458895921707
