epoch,step,test_loss,train_loss,training_total_time,val_loss
0,0,,,,0.15766610205173492
0,0,,0.18472173810005188,,
1,1,,,,0.146138995885849
1,1,,0.15553376078605652,,
2,2,,,,0.14162415266036987
2,2,,0.14461445808410645,,
3,3,,,,0.13851909339427948
3,3,,0.14194072782993317,,
4,4,,,,0.13553373515605927
4,4,,0.14120280742645264,,
5,5,,,,0.13287097215652466
5,5,,0.14061857759952545,,
6,6,,,,0.13054625689983368
6,6,,0.13968873023986816,,
7,7,,,,0.12814854085445404
7,7,,0.13861899077892303,,
8,8,,,,0.1252860128879547
8,8,,0.13739821314811707,,
9,9,,,,0.12200798094272614
9,9,,0.13556788861751556,,
10,10,,,,0.11862439662218094
10,10,,0.13312716782093048,,
11,11,,,,0.11540234833955765
11,11,,0.1307448148727417,,
12,12,,,,0.11257821321487427
12,12,,0.12809321284294128,,
13,13,,,,0.1103057786822319
13,13,,0.12626822292804718,,
14,14,,,,0.10865049064159393
14,14,,0.12508472800254822,,
15,15,,,,0.10752847045660019
15,15,,0.12353426963090897,,
16,16,,,,0.10670977830886841
16,16,,0.12276116758584976,,
17,17,,,,0.10594593733549118
17,17,,0.12204911559820175,,
18,18,,,,0.10513538122177124
18,18,,0.12082803249359131,,
19,19,,,,0.10424967110157013
19,19,,0.1193508431315422,,
20,20,,,,0.10327717661857605
20,20,,0.11759691685438156,,
21,21,,,,0.10221172124147415
21,21,,0.1160353496670723,,
22,22,,,,0.10105111449956894
22,22,,0.11435171216726303,,
23,23,,,,0.09975031018257141
23,23,,0.11248844861984253,,
24,24,,,,0.09829903393983841
24,24,,0.1106838509440422,,
25,25,,,,0.0967436358332634
25,25,,0.10874881595373154,,
26,26,,,,0.09517655521631241
26,26,,0.1069532036781311,,
27,27,,,,0.09370408952236176
27,27,,0.10544653236865997,,
28,28,,,,0.09234865009784698
28,28,,0.10369113087654114,,
29,29,,,,0.09107297658920288
29,29,,0.10203070938587189,,
30,30,,,,0.08977975696325302
30,30,,0.10023155063390732,,
31,31,,,,0.08835844695568085
31,31,,0.09854713082313538,,
32,32,,,,0.08671460300683975
32,32,,0.09677525609731674,,
33,33,,,,0.08485061675310135
33,33,,0.0948493704199791,,
34,34,,,,0.08280802518129349
34,34,,0.09262926131486893,,
35,35,,,,0.08070101588964462
35,35,,0.09073308855295181,,
36,36,,,,0.07865821570158005
36,36,,0.08850150555372238,,
37,37,,,,0.07680138945579529
37,37,,0.08649475127458572,,
38,38,,,,0.07518205046653748
38,38,,0.08466171473264694,,
39,39,,,,0.0737987756729126
39,39,,0.08281803131103516,,
40,40,,,,0.07258126884698868
40,40,,0.08124362677335739,,
41,41,,,,0.07151523977518082
41,41,,0.07958230376243591,,
42,42,,,,0.07055975496768951
42,42,,0.07789842784404755,,
43,43,,,,0.06970232725143433
43,43,,0.07634440064430237,,
44,44,,,,0.06876705586910248
44,44,,0.07451975345611572,,
45,45,,,,0.06759040057659149
45,45,,0.07261759042739868,,
46,46,,,,0.06625382602214813
46,46,,0.07095420360565186,,
47,47,,,,0.0647362768650055
47,47,,0.06980796903371811,,
48,48,,,,0.06332806497812271
48,48,,0.0679595023393631,,
49,49,,,,0.06187589094042778
49,49,,0.06652636080980301,,
50,50,,,,0.06044137477874756
50,50,,0.06501206010580063,,
51,51,,,,0.05904848128557205
51,51,,0.06359343230724335,,
52,52,,,,0.057794488966464996
52,52,,0.06190292537212372,,
53,53,,,,0.05655744671821594
53,53,,0.06036229059100151,,
54,54,,,,0.055044837296009064
54,54,,0.058817870914936066,,
55,55,,,,0.05367491394281387
55,55,,0.05709831416606903,,
56,56,,,,0.052375808358192444
56,56,,0.05549049749970436,,
57,57,,,,0.05083637312054634
57,57,,0.05384848266839981,,
58,58,,,,0.04930232837796211
58,58,,0.052376583218574524,,
